CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	LIPID SPECIES LEVEL	LIPID MOLECULAR SPECIES LEVEL	LIPID SN POSITION LEVEL	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM	curies_goldstandard	invalid_ids_goldstandard
100000406	305	15772	146492	Carbohydrate	Pentose Metabolism	1302	NAMED	HEBKCHPVOIAQTA-ZXFHETKHSA-N	OC[C@@H](O)[C@@H](O)[C@@H](O)CO	ribitol	ribitol				488-81-3	10254628	HMDB0002917,HMDB0001851,HMDB0000568,HMDB0000508	C00379,C01904,C00474,C00532	6912	Polar	['KEGG.COMPOUND:C00474', 'HMDB:HMDB0001851', 'HMDB:HMDB0000568', 'HMDB:HMDB0002917', 'PUBCHEM.COMPOUND:6912', 'INCHIKEY:HEBKCHPVOIAQTA-ZXFHETKHSA-N', 'HMDB:HMDB0000508', 'KEGG.COMPOUND:C01904', 'KEGG.COMPOUND:C00379', 'KEGG.COMPOUND:C00532', 'SMILES:OC[C@@H](O)[C@@H](O)[C@@H](O)CO', 'CAS:488-81-3']	{}
100000409	305	15667	152132	Xenobiotics	Food Component/Plant	4998	NAMED	BITYXLXUCSKTJS-UHFFFAOYSA-N	OC(CC(O)=O)(C(C)C)C(O)=O	2-isopropylmalate	2-isopropylmalate				3237-44-3	76	HMDB0000402	C02504	77	Polar	['INCHIKEY:BITYXLXUCSKTJS-UHFFFAOYSA-N', 'SMILES:OC(CC(O)=O)(C(C)C)C(O)=O', 'PUBCHEM.COMPOUND:77', 'HMDB:HMDB0000402', 'KEGG.COMPOUND:C02504', 'CAS:3237-44-3']	{}
100000436	209	18477	123291	Lipid	Secondary Bile Acid Metabolism	3558	NAMED	WVULKSPCQVQLCU-BUXLTGKBSA-N	O=C(NCC(O)=O)CC[C@@H](C)[C@@H]1[C@@]2(C)[C@@H](O)C[C@]3([H])[C@@]4(C)CC[C@@H](O)C[C@@]4([H])CC[C@@]3([H])[C@@]2(CC1)[H]	glycodeoxycholate	glycodeoxycholate				360-65-6		HMDB0000631	C05464	3035026	Neg	['SMILES:O=C(NCC(O)=O)CC[C@@H](C)[C@@H]1[C@@]2(C)[C@@H](O)C[C@]3([H])[C@@]4(C)CC[C@@H](O)C[C@@]4([H])CC[C@@]3([H])[C@@]2(CC1)[H]', 'HMDB:HMDB0000631', 'KEGG.COMPOUND:C05464', 'CAS:360-65-6', 'INCHIKEY:WVULKSPCQVQLCU-BUXLTGKBSA-N', 'PUBCHEM.COMPOUND:3035026']	{}
100000437	209	18394	125760	Xenobiotics	Xanthine Metabolism	4810	NAMED	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	O=C(N1C)C(N=CN2)=C2N(C)C1=O	theophylline	theophylline				58-55-9	2068	HMDB0001889	C07130	2153	Neg	['SMILES:O=C(N1C)C(N=CN2)=C2N(C)C1=O', 'KEGG.COMPOUND:C07130', 'INCHIKEY:ZFXYFBGIUFBOJW-UHFFFAOYSA-N', 'HMDB:HMDB0001889', 'CAS:58-55-9', 'PUBCHEM.COMPOUND:2153']	{}
100000442	305	18335	146498	Xenobiotics	Food Component/Plant	5123	NAMED	AAWZDTNXLSGCEK-WYWMIBKRSA-N	O[C@@]1([C@](O)(C[C@@](C(O)=O)(C[C@]1(O)[H])O)[H])[H]	quinate	quinate				77-95-2	10246715	HMDB0003072	C00296	6508	Polar	['INCHIKEY:AAWZDTNXLSGCEK-WYWMIBKRSA-N', 'KEGG.COMPOUND:C00296', 'CAS:77-95-2', 'PUBCHEM.COMPOUND:6508', 'SMILES:O[C@@]1([C@](O)(C[C@@](C(O)=O)(C[C@]1(O)[H])O)[H])[H]', 'HMDB:HMDB0003072']	{}
100000445	400	18392	155668	Xenobiotics	Xanthine Metabolism	4809	NAMED	YAPQBXQYLJRXSA-UHFFFAOYSA-N	CN1C=NC(N(C(N2)=O)C)=C1C2=O	theobromine	theobromine				83-67-0	5236	HMDB0002825	C07480	5429	Pos Early	['CAS:83-67-0', 'KEGG.COMPOUND:C07480', 'PUBCHEM.COMPOUND:5429', 'INCHIKEY:YAPQBXQYLJRXSA-UHFFFAOYSA-N', 'HMDB:HMDB0002825', 'SMILES:CN1C=NC(N(C(N2)=O)C)=C1C2=O']	{}
100000453	209	18254	124653	Xenobiotics	Xanthine Metabolism	4808	NAMED	QUNWUDVFRNGTCO-UHFFFAOYSA-N	O=C(N2C)NC1=C(N(C)C=N1)C2=O	paraxanthine	paraxanthine				611-59-6	4525	HMDB0001860	C13747	4687	Neg	['CAS:611-59-6', 'INCHIKEY:QUNWUDVFRNGTCO-UHFFFAOYSA-N', 'KEGG.COMPOUND:C13747', 'SMILES:O=C(N2C)NC1=C(N(C)C=N1)C2=O', 'HMDB:HMDB0001860', 'PUBCHEM.COMPOUND:4687']	{}
100000463	209	18349	124659	Amino Acid	Tryptophan Metabolism	306	NAMED	XGILAAMKEQUXLS-UHFFFAOYSA-N	OC(C(O)=O)CC1=CNC2=C1C=CC=C2	indolelactate	indolelactate				832-97-3	83867	HMDB0000671	C02043	92904	Neg	['CAS:832-97-3', 'KEGG.COMPOUND:C02043', 'HMDB:HMDB0000671', 'INCHIKEY:XGILAAMKEQUXLS-UHFFFAOYSA-N', 'SMILES:OC(C(O)=O)CC1=CNC2=C1C=CC=C2', 'PUBCHEM.COMPOUND:92904']	{}
100000467	209	27672	123315	Amino Acid	Tryptophan Metabolism	330	NAMED	BXFFHSIDQOFMLE-UHFFFAOYSA-N	O=S(OC2=CNC1=CC=CC=C12)(O)=O	3-indoxyl sulfate	3-indoxyl sulfate				2642-37-7	9840	HMDB0000682		10258	Neg	['CAS:2642-37-7', 'PUBCHEM.COMPOUND:10258', 'SMILES:O=S(OC2=CNC1=CC=CC=C12)(O)=O', 'HMDB:HMDB0000682', 'INCHIKEY:BXFFHSIDQOFMLE-UHFFFAOYSA-N']	{}
100000491	400	33422	156014	Peptide	Gamma-glutamyl Amino Acid	663	NAMED	XHHOHZPNYFQJKL-QWRGUYRKSA-N	O=C(O)[C@H](CC1=CC=CC=C1)NC(CC[C@@H](C(O)=O)N)=O	gamma-glutamylphenylalanine	gamma-glutamylphenylalanine				7432-24-8	99868	HMDB0000594		111299	Pos Early	['SMILES:O=C(O)[C@H](CC1=CC=CC=C1)NC(CC[C@@H](C(O)=O)N)=O', 'INCHIKEY:XHHOHZPNYFQJKL-QWRGUYRKSA-N', 'CAS:7432-24-8', 'HMDB:HMDB0000594', 'PUBCHEM.COMPOUND:111299']	{}
100000551	209	22116	124905	Amino Acid	Leucine, Isoleucine and Valine Metabolism	351	NAMED	BKAJNAXTPSGJCU-UHFFFAOYSA-N	CC(C)CC(C(O)=O)=O	4-methyl-2-oxopentanoate	4-methyl-2-oxopentanoate				816-66-0	69	HMDB0000695	C00233	70	Neg	['PUBCHEM.COMPOUND:70', 'HMDB:HMDB0000695', 'SMILES:CC(C)CC(C(O)=O)=O', 'CAS:816-66-0', 'INCHIKEY:BKAJNAXTPSGJCU-UHFFFAOYSA-N', 'KEGG.COMPOUND:C00233']	{}
100000580	209	20675	123293	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1260	NAMED	MPCAJMNYNOGXPB-SLPGGIOYSA-N	O[C@@H]1[C@@H](CO)OC[C@H](O)[C@H]1O	1,5-anhydroglucitol (1,5-AG)	1,5-anhydroglucitol (1,5-AG)				154-58-5		HMDB0002712	C07326	64960	Neg	['PUBCHEM.COMPOUND:64960', 'INCHIKEY:MPCAJMNYNOGXPB-SLPGGIOYSA-N', 'CAS:154-58-5', 'SMILES:O[C@@H]1[C@@H](CO)OC[C@H](O)[C@H]1O', 'KEGG.COMPOUND:C07326', 'HMDB:HMDB0002712']	{}
100000626	402	34445	158668	Lipid	Sphingosines	3226	NAMED	DUYSYHSSBDVJSM-KRWOKUGFSA-N	OP([O-])(OC[C@@]([H])([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[NH3+])=O	sphingosine 1-phosphate	sphingosine 1-phosphate				26993-30-6	4446673	HMDB0000277	C06124	5283560	Pos Late	['CAS:26993-30-6', 'HMDB:HMDB0000277', 'KEGG.COMPOUND:C06124', 'INCHIKEY:DUYSYHSSBDVJSM-KRWOKUGFSA-N', 'SMILES:OP([O-])(OC[C@@]([H])([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[NH3+])=O', 'PUBCHEM.COMPOUND:5283560']	{}
100000630	209	19260	126848	Lipid	Lysophospholipid	2759	NAMED	JZWNYZVVZXZRRH-YFKVPUFHSA-N	CCCCCCCC\C=C/CCCCCCCC(OC[C@]([H])(COP(O)(OC[C@]([NH3+])(C([O-])=O)[H])=O)O)=O	1-oleoyl-GPS (18:1)	1-oleoyl-GPS (18:1)	LPS 18:1	LPS 18:1	LPS 18:1/0:0	326589-90-6	7826049	HMDB0061694		85036846	Neg	['HMDB:HMDB0061694', 'PUBCHEM.COMPOUND:85036846', 'SMILES:CCCCCCCC\\C=C/CCCCCCCC(OC[C@]([H])(COP(O)(OC[C@]([NH3+])(C([O-])=O)[H])=O)O)=O', 'CAS:326589-90-6', 'INCHIKEY:JZWNYZVVZXZRRH-YFKVPUFHSA-N']	{}
100000639	402	19265	180966	Lipid	Phosphatidylserine (PS)	2550	NAMED	AJFWREUFUPEYII-PAHWMLEVSA-N	CCCCCCCCCCCCCCCCCC(OC[C@]([H])(COP(O)(OC[C@]([NH3+])(C([O-])=O)[H])=O)OC(CCCCCCC/C=C\CCCCCCCC)=O)=O	1-stearoyl-2-oleoyl-GPS (18:0/18:1)	1-stearoyl-2-oleoyl-GPS (18:0/18:1)	PS 36:1	PS 18:0_18:1	Unknown		7826037	HMDB0010163		9547087	Pos Late	['PUBCHEM.COMPOUND:9547087', 'SMILES:CCCCCCCCCCCCCCCCCC(OC[C@]([H])(COP(O)(OC[C@]([NH3+])(C([O-])=O)[H])=O)OC(CCCCCCC/C=C\\CCCCCCCC)=O)=O', 'HMDB:HMDB0010163', 'INCHIKEY:AJFWREUFUPEYII-PAHWMLEVSA-N']	{}
100000665	209	44675	126139	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1609	NAMED	MBMBGCFOFBJSGT-KUBAVDMBSA-N	CC\C=C/C\C=C/C\C=C/C/C=C\C/C=C\C/C=C\CCC(O)=O	docosahexaenoate (DHA; 22:6n3)	docosahexaenoate (DHA; 22:6n3)				6217-54-5	393183	HMDB0002183	C06429	445580	Neg	['KEGG.COMPOUND:C06429', 'CAS:6217-54-5', 'HMDB:HMDB0002183', 'INCHIKEY:MBMBGCFOFBJSGT-KUBAVDMBSA-N', 'SMILES:CC\\C=C/C\\C=C/C\\C=C/C/C=C\\C/C=C\\C/C=C\\CCC(O)=O', 'PUBCHEM.COMPOUND:445580']	{}
100000706	209	22132	124683	Amino Acid	Leucine, Isoleucine and Valine Metabolism	355	NAMED	LVRFTAZAXQPQHI-UHFFFAOYSA-N	OC(C(CC(C)C)O)=O	alpha-hydroxyisocaproate	alpha-hydroxyisocaproate				10303-64-7	75520	HMDB0000746,HMDB0000665,HMDB0000624	C03264	8,369,792,779,439,960	Neg	['PUBCHEM.COMPOUND:92779', 'PUBCHEM.COMPOUND:83697', 'PUBCHEM.COMPOUND:439960', 'INCHIKEY:LVRFTAZAXQPQHI-UHFFFAOYSA-N', 'CAS:10303-64-7', 'SMILES:OC(C(CC(C)C)O)=O', 'HMDB:HMDB0000746', 'HMDB:HMDB0000624', 'HMDB:HMDB0000665', 'KEGG.COMPOUND:C03264']	{}
100000707	305	20676	147767	Lipid	Fatty Acid, Dicarboxylate	1717	NAMED	VZCYOOQTPOCHFL-UHFFFAOYSA-N	O=C(C=CC(O)=O)O	maleate	maleate				110-16-7	392248	HMDB0000176	C01384	444266	Polar	['HMDB:HMDB0000176', 'PUBCHEM.COMPOUND:444266', 'CAS:110-16-7', 'SMILES:O=C(C=CC(O)=O)O', 'KEGG.COMPOUND:C01384', 'INCHIKEY:VZCYOOQTPOCHFL-UHFFFAOYSA-N']	{}
100000708	209	44656	126996	Amino Acid	Leucine, Isoleucine and Valine Metabolism	359	NAMED	GWYFCOCPABKNJV-UHFFFAOYSA-N	CC(C)CC(O)=O	isovalerate (i5:0)	isovalerate (C5)				503-74-2	10001	HMDB0000718	C08262	10430	Neg	['HMDB:HMDB0000718', 'KEGG.COMPOUND:C08262', 'INCHIKEY:GWYFCOCPABKNJV-UHFFFAOYSA-N', 'SMILES:CC(C)CC(O)=O', 'CAS:503-74-2', 'PUBCHEM.COMPOUND:10430']	{}
100000711	209	44620	126992	Xenobiotics	Benzoate Metabolism	4734	NAMED	HOFGLAYWQRGTKC-UHFFFAOYSA-N	O=S(OC1=CC=C(C(C)=O)C=C1)(O)=O	4-acetylphenol sulfate	4-acetylphenyl sulfate					3872009			4684006	Neg	['INCHIKEY:HOFGLAYWQRGTKC-UHFFFAOYSA-N', 'SMILES:O=S(OC1=CC=C(C(C)=O)C=C1)(O)=O', 'PUBCHEM.COMPOUND:4684006']	{}
100000715	400	48114	157704	Amino Acid	Guanidino and Acetamido Metabolism	573	NAMED	CHJJGSNFBQVOTG-UHFFFAOYSA-N	N=C(N)NC	1-methylguanidine	1-methylguanidine				22661-87-6	28576	HMDB0001522	C02294	10111	Pos Early	['KEGG.COMPOUND:C02294', 'INCHIKEY:CHJJGSNFBQVOTG-UHFFFAOYSA-N', 'SMILES:N=C(N)NC', 'CAS:22661-87-6', 'PUBCHEM.COMPOUND:10111', 'HMDB:HMDB0001522']	{}
100000743	209	22036	126061	Lipid	Fatty Acid, Monohydroxy	2006	NAMED	JKRDADVRIYVCCY-UHFFFAOYSA-N	O=C(C(CCCCCC)O)O	2-hydroxyoctanoate	2-hydroxyoctanoate				617-73-2	84994	HMDB0000711,HMDB0002264		94180,6995013,5312860	Neg	['CAS:617-73-2', 'INCHIKEY:JKRDADVRIYVCCY-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:5312860', 'HMDB:HMDB0000711', 'SMILES:O=C(C(CCCCCC)O)O', 'PUBCHEM.COMPOUND:94180', 'PUBCHEM.COMPOUND:6995013', 'HMDB:HMDB0002264']	{}
100000765	209	22177	128187	Xenobiotics	Food Component/Plant	4965	NAMED	JOOXCMJARBKPKM-UHFFFAOYSA-N	CC(CCC(O)=O)=O	levulinate (4-oxovalerate)	levulinate (4-oxovalerate)				123-76-2	11091	HMDB0000720		11579	Neg	['SMILES:CC(CCC(O)=O)=O', 'INCHIKEY:JOOXCMJARBKPKM-UHFFFAOYSA-N', 'HMDB:HMDB0000720', 'CAS:123-76-2', 'PUBCHEM.COMPOUND:11579']	{}
100000773	209	22001	126860	Lipid	Fatty Acid, Monohydroxy	2026	NAMED	NDPLAKGOSZHTPH-UHFFFAOYSA-N	OC(CC(O)=O)CCCCC	3-hydroxyoctanoate	3-hydroxyoctanoate				88930-08-09	24791	HMDB0001954	C20793	26613	Neg	['KEGG.COMPOUND:C20793', 'PUBCHEM.COMPOUND:26613', 'SMILES:OC(CC(O)=O)CCCCC', 'CAS:88930-08-9', 'HMDB:HMDB0001954', 'INCHIKEY:NDPLAKGOSZHTPH-UHFFFAOYSA-N']	{}
100000774	209	22130	124681	Amino Acid	Phenylalanine Metabolism	158	NAMED	VOXXWSYKYCBWHO-UHFFFAOYSA-N	OC(C(O)=O)CC1=CC=CC=C1	phenyllactate (PLA)	phenyllactate (PLA)				0828-01-03	3715	HMDB0000779,HMDB0000563	C05607	3848	Neg	['HMDB:HMDB0000779', 'CAS:828-01-3', 'SMILES:OC(C(O)=O)CC1=CC=CC=C1', 'KEGG.COMPOUND:C05607', 'INCHIKEY:VOXXWSYKYCBWHO-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:3848', 'HMDB:HMDB0000563']	{}
100000776	402	44681	159624	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	1910	NAMED	XOMRRQXKHMYMOC-UHFFFAOYSA-N	[O-]C(CC(OC(CCCCCCCCCCCCCCC)=O)C[N+](C)(C)C)=O	palmitoylcarnitine (C16)	palmitoylcarnitine (C16)				6865-14-1	448	HMDB0000222	C02990	461	Pos Late	['HMDB:HMDB0000222', 'INCHIKEY:XOMRRQXKHMYMOC-UHFFFAOYSA-N', 'KEGG.COMPOUND:C02990', 'PUBCHEM.COMPOUND:461', 'CAS:6865-14-1', 'SMILES:[O-]C(CC(OC(CCCCCCCCCCCCCCC)=O)C[N+](C)(C)C)=O']	{}
100000781	400	32328	155906	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)	1890	NAMED	VVPRQWTYSNDTEA-UHFFFAOYSA-N	O=C(CCCCC)OC(CC([O-])=O)C[N+](C)(C)C	hexanoylcarnitine (C6)	hexanoylcarnitine (C6)				6920-35-0	4932273	HMDB0000756		6426853	Pos Early	['HMDB:HMDB0000756', 'CAS:6920-35-0', 'PUBCHEM.COMPOUND:6426853', 'SMILES:O=C(CCCCC)OC(CC([O-])=O)C[N+](C)(C)C', 'INCHIKEY:VVPRQWTYSNDTEA-UHFFFAOYSA-N']	{}
100000784	400	22206	155811	Xenobiotics	Food Component/Plant	5293	NAMED	DATAGRPVKZEWHA-YFKPBYRVSA-N	N[C@@H](CCC(NCC)=O)C(O)=O	theanine	theanine				3081-61-6	388498	HMDB0034365	C01047	439378	Pos Early	['INCHIKEY:DATAGRPVKZEWHA-YFKPBYRVSA-N', 'PUBCHEM.COMPOUND:439378', 'CAS:3081-61-6', 'KEGG.COMPOUND:C01047', 'HMDB:HMDB0034365', 'SMILES:N[C@@H](CCC(NCC)=O)C(O)=O']	{}
100000787	305	22185	147184	Amino Acid	Alanine and Aspartate Metabolism	37	NAMED	OTCCIMWXFLJLIA-BYPYZUCNSA-N	OC([C@@H](NC(C)=O)CC(O)=O)=O	N-acetylaspartate (NAA)	N-acetylaspartate (NAA)				997-55-7,997-55-7	58576	HMDB0000812	C01042	65065	Polar	['HMDB:HMDB0000812', 'PUBCHEM.COMPOUND:65065', 'KEGG.COMPOUND:C01042', 'INCHIKEY:OTCCIMWXFLJLIA-BYPYZUCNSA-N', 'CAS:997-55-7', 'SMILES:OC([C@@H](NC(C)=O)CC(O)=O)=O']	{}
100000792	209	32425	124935	Lipid	Androgenic Steroids	3406	NAMED	CZWCKYRVOZZJNM-DYIPZHMLSA-N	[H][C@@]1(CC[C@]2(C)[C@]3(CCC2=O)[H])[C@@]4(C)C(C[C@H](OS(=O)(O)=O)CC4)=CC[C@]13[H]	dehydroepiandrosterone sulfate (DHEA-S)	dehydroepiandrosterone sulfate (DHEA-S)				651-48-9	12074	HMDB0001032	C04555	12594	Neg	['CAS:651-48-9', 'INCHIKEY:CZWCKYRVOZZJNM-DYIPZHMLSA-N', 'SMILES:[H][C@@]1(CC[C@]2(C)[C@]3(CCC2=O)[H])[C@@]4(C)C(C[C@H](OS(=O)(O)=O)CC4)=CC[C@]13[H]', 'HMDB:HMDB0001032', 'KEGG.COMPOUND:C04555', 'PUBCHEM.COMPOUND:12594']	{}
100000802	400	32198	155890	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Short Chain)	1886	NAMED	RDHQFKQIGNGIED-MRVPVSSYSA-N	C[N+](C)(C)C[C@H](OC(C)=O)CC([O-])=O	acetylcarnitine (C2)	acetylcarnitine (C2)				5080-50-2	5406074	HMDB0000201	C02571	7045767	Pos Early	['KEGG.COMPOUND:C02571', 'HMDB:HMDB0000201', 'PUBCHEM.COMPOUND:7045767', 'SMILES:C[N+](C)(C)C[C@H](OC(C)=O)CC([O-])=O', 'INCHIKEY:RDHQFKQIGNGIED-MRVPVSSYSA-N', 'CAS:5080-50-2']	{}
100000808	305	22176	165753	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	470	NAMED	NOKPBJYHPHHWAN-REOHCLBHSA-N	N[C@H](C(O)=O)CSS(O)(=O)=O	cysteine s-sulfate	cysteine s-sulfate				1637-71-4	102939	HMDB0000731	C05824	115015	Polar	['CAS:1637-71-4', 'INCHIKEY:NOKPBJYHPHHWAN-REOHCLBHSA-N', 'PUBCHEM.COMPOUND:115015', 'KEGG.COMPOUND:C05824', 'HMDB:HMDB0000731', 'SMILES:N[C@H](C(O)=O)CSS(O)(=O)=O']	{}
100000840	209	20693	143841	Xenobiotics	Food Component/Plant	5425	NAMED	ROBFUDYVXSDBQM-UHFFFAOYSA-N	O=C(C(O)C(O)=O)O	tartronate (hydroxymalonate)	tartronate (hydroxymalonate)				80-69-3	44	HMDB0035227	C02287	45	Neg	['HMDB:HMDB0035227', 'SMILES:O=C(C(O)C(O)=O)O', 'PUBCHEM.COMPOUND:45', 'KEGG.COMPOUND:C02287', 'INCHIKEY:ROBFUDYVXSDBQM-UHFFFAOYSA-N', 'CAS:80-69-3']	{}
100000841	209	20694	143843	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	4572	NAMED	MUBZPKHOEPUJKR-UHFFFAOYSA-N	O=C(O)C(O)=O	oxalate (ethanedioate)	oxalate (ethanedioate)				144-62-7	946	HMDB0002329	C00209	971	Neg	['KEGG.COMPOUND:C00209', 'CAS:144-62-7', 'INCHIKEY:MUBZPKHOEPUJKR-UHFFFAOYSA-N', 'HMDB:HMDB0002329', 'PUBCHEM.COMPOUND:971', 'SMILES:O=C(O)C(O)=O']	{}
100000846	305	20699	146508	Xenobiotics	Food Component/Plant	5113	NAMED	UNXHWFMMPAWVPI-UHFFFAOYSA-N	OCC(O)C(CO)O	erythritol	erythritol				149-32-6	13835932	HMDB0002994	C00503	222285	Polar	['INCHIKEY:UNXHWFMMPAWVPI-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:222285', 'HMDB:HMDB0002994', 'SMILES:OCC(O)C(CO)O', 'KEGG.COMPOUND:C00503', 'CAS:149-32-6']	{}
100000863	305	21134	147544	Lipid	Fatty Acid, Dicarboxylate	1711	NAMED	WNLRTRBMVRJNCN-UHFFFAOYSA-N	OC(CCCCC(O)=O)=O	adipate (C6-DC)	adipate				0124-04-09	191	HMDB0000448	C06104	196	Polar	['SMILES:OC(CCCCC(O)=O)=O', 'INCHIKEY:WNLRTRBMVRJNCN-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:196', 'KEGG.COMPOUND:C06104', 'CAS:124-04-9', 'HMDB:HMDB0000448']	{}
100000870	209	21151	124899	Xenobiotics	Food Component/Plant	5260	NAMED	CVHZOJJKTDOEJC-UHFFFAOYSA-N	O=S(C1=CC=CC=C1C2=O)(N2)=O	saccharin	saccharin				81-07-2	4959	HMDB0029723	C12283	5143	Neg	['PUBCHEM.COMPOUND:5143', 'SMILES:O=S(C1=CC=CC=C1C2=O)(N2)=O', 'CAS:81-07-2', 'INCHIKEY:CVHZOJJKTDOEJC-UHFFFAOYSA-N', 'KEGG.COMPOUND:C12283', 'HMDB:HMDB0029723']	{}
100000882	209	21158	152464	Lipid	Fatty Acid, Monohydroxy	2032	NAMED	ATRNZOYKSNPPBF-UHFFFAOYSA-N	CCCCCCCCCCCC(O)CC(O)=O	3-hydroxymyristate	3-hydroxymyristate				3422-31-9	15252	HMDB0061656		16064	Neg	['PUBCHEM.COMPOUND:16064', 'CAS:3422-31-9', 'SMILES:CCCCCCCCCCCC(O)CC(O)=O', 'HMDB:HMDB0061656', 'INCHIKEY:ATRNZOYKSNPPBF-UHFFFAOYSA-N']	{}
100000900	400	21025	155725	Xenobiotics	Chemical	6395	NAMED	NBZBKCUXIYYUSX-UHFFFAOYSA-N	O=C(O)CNCC(O)=O	iminodiacetate (IDA)	iminodiacetate (IDA)				142-73-4	8557	HMDB0011753	C19911	8897	Pos Early	['CAS:142-73-4', 'SMILES:O=C(O)CNCC(O)=O', 'HMDB:HMDB0011753', 'PUBCHEM.COMPOUND:8897', 'INCHIKEY:NBZBKCUXIYYUSX-UHFFFAOYSA-N', 'KEGG.COMPOUND:C19911']	{}
100000936	209	44526	124713	Amino Acid	Leucine, Isoleucine and Valine Metabolism	431	NAMED	QHKABHOOEWYVLI-UHFFFAOYSA-N	OC(C(C(C)C)=O)=O	3-methyl-2-oxobutyrate	3-methyl-2-oxobutyrate				3715-29-5	48	HMDB0000019	C00141	49	Neg	['KEGG.COMPOUND:C00141', 'INCHIKEY:QHKABHOOEWYVLI-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:49', 'HMDB:HMDB0000019', 'CAS:3715-29-5', 'SMILES:OC(C(C(C)C)=O)=O']	{}
100000961	400	22137	155792	Amino Acid	Urea cycle; Arginine and Proline Metabolism	503	NAMED	QUOGESRFPZDMMT-YFKPBYRVSA-N	N[C@H](C(O)=O)CCCCNC(N)=N	homoarginine	homoarginine				156-86-5	8732	HMDB0000670	C01924	9085	Pos Early	['PUBCHEM.COMPOUND:9085', 'SMILES:N[C@H](C(O)=O)CCCCNC(N)=N', 'HMDB:HMDB0000670', 'INCHIKEY:QUOGESRFPZDMMT-YFKPBYRVSA-N', 'CAS:156-86-5', 'KEGG.COMPOUND:C01924']	{}
100000963	305	22138	147550	Amino Acid	Urea cycle; Arginine and Proline Metabolism	504	NAMED	XIGSAGMEBXLVJJ-YFKPBYRVSA-N	N[C@H](C(O)=O)CCCCNC(N)=O	homocitrulline	homocitrulline				1190-49-4	58582	HMDB0000679	C02427	65072	Polar	['HMDB:HMDB0000679', 'INCHIKEY:XIGSAGMEBXLVJJ-YFKPBYRVSA-N', 'SMILES:N[C@H](C(O)=O)CCCCNC(N)=O', 'CAS:1190-49-4', 'KEGG.COMPOUND:C02427', 'PUBCHEM.COMPOUND:65072']	{}
100000966	209	22194	128189	Peptide	Modified Peptides	1245	NAMED	ILAITOFTZJRIFJ-WDSKDSINSA-N	O=C1N[C@H](C(N[C@@H](CCC(N)=O)C(O)=O)=O)CC1	pyroglutamylglutamine	pyroglutamylglutamine				109481-23-4	21403081	HMDB0039229		14889607	Neg	['INCHIKEY:ILAITOFTZJRIFJ-WDSKDSINSA-N', 'SMILES:O=C1N[C@H](C(N[C@@H](CCC(N)=O)C(O)=O)=O)CC1', 'CAS:109481-23-4', 'PUBCHEM.COMPOUND:14889607', 'HMDB:HMDB0039229']	{}
100000967	402	22154	158341	Peptide	Polypeptide	1090	NAMED	QXZGBUJJYSLZLT-FDISYFBBSA-N	O=C(N[C@H](C(N[C@H](C(N1[C@H](C(N[C@H](C(N[C@@H](CCCNC(N)=N)C(O)=O)=O)CC2=CC=CC=C2)=O)CCC1)=O)CO)=O)CC3=CC=CC=C3)CNC([C@H]4N(C([C@H]5N(C([C@H](CCCNC(N)=N)N)=O)CCC5)=O)CCC4)=O	bradykinin	bradykinin				58-82-2	388341	HMDB0004246	C00306	439201	Pos Late	['PUBCHEM.COMPOUND:439201', 'SMILES:O=C(N[C@H](C(N[C@H](C(N1[C@H](C(N[C@H](C(N[C@@H](CCCNC(N)=N)C(O)=O)=O)CC2=CC=CC=C2)=O)CCC1)=O)CO)=O)CC3=CC=CC=C3)CNC([C@H]4N(C([C@H]5N(C([C@H](CCCNC(N)=N)N)=O)CCC5)=O)CCC4)=O', 'KEGG.COMPOUND:C00306', 'INCHIKEY:QXZGBUJJYSLZLT-FDISYFBBSA-N', 'CAS:58-82-2', 'HMDB:HMDB0004246']	{}
